Sensitivity,Result,URL
1Base_Wx-Years_EQ_,"Generation for France, Hydro-PS",https://epsi.genscape.com/epsa/sensitivity/3416/results/64/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Switzerland, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/97/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Austria, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/12/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/41/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/52/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/312/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, ST-Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/302/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for France, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/229/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/45/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Great Britain, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/260/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for France, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/237/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Dump energy for Czech Republic",https://epsi.genscape.com/epsa/sensitivity/3416/results/370/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, Hydro-RoR",https://epsi.genscape.com/epsa/sensitivity/3416/results/309/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Germany, Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/188/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, ST-Oil",https://epsi.genscape.com/epsa/sensitivity/3416/results/68/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Czech Republic, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/315/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Austria, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/1/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Gersteinwerk # KV1",https://epsi.genscape.com/epsa/sensitivity/3416/results/136/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Net exports for Germany",https://epsi.genscape.com/epsa/sensitivity/3416/results/116/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Spain, Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/338/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Irsching # 4",https://epsi.genscape.com/epsa/sensitivity/3416/results/144/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Unserved energy for Austria",https://epsi.genscape.com/epsa/sensitivity/3416/results/380/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Demand for Belgium",https://epsi.genscape.com/epsa/sensitivity/3416/results/100/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/300/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Belgium, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/222/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Austria, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/25/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/286/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Net exports for Switzerland",https://epsi.genscape.com/epsa/sensitivity/3416/results/120/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), ST-Oil",https://epsi.genscape.com/epsa/sensitivity/3416/results/83/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Unserved energy for Belgium",https://epsi.genscape.com/epsa/sensitivity/3416/results/381/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, Solar",https://epsi.genscape.com/epsa/sensitivity/3416/results/305/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/308/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (backward) for France - Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/254/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for NL-AGG ST-Gas CHP",https://epsi.genscape.com/epsa/sensitivity/3416/results/177/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Dump energy for France",https://epsi.genscape.com/epsa/sensitivity/3416/results/373/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Germany, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/217/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Czech Republic, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/328/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Great Britain, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/239/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for BE-Exxon Antwerp",https://epsi.genscape.com/epsa/sensitivity/3416/results/122/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Huntorf",https://epsi.genscape.com/epsa/sensitivity/3416/results/143/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Flow (forward) for Netherlands - Norway",https://epsi.genscape.com/epsa/sensitivity/3416/results/281/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/269/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"CO2 price for France",https://epsi.genscape.com/epsa/sensitivity/3416/results/205/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Missing object",https://epsi.genscape.com/epsa/sensitivity/3416/results/158/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/42/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Austria, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/22/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Spain, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/363/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, Wind",https://epsi.genscape.com/epsa/sensitivity/3416/results/46/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for France, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/235/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/301/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"System Marginal Price for Czech Republic",https://epsi.genscape.com/epsa/sensitivity/3416/results/6/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Germany, Hydro-RoR",https://epsi.genscape.com/epsa/sensitivity/3416/results/36/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Germany, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/213/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for NL-Rijnmond",https://epsi.genscape.com/epsa/sensitivity/3416/results/183/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Switzerland, Hydro-PS",https://epsi.genscape.com/epsa/sensitivity/3416/results/94/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, Hydro-RoR",https://epsi.genscape.com/epsa/sensitivity/3416/results/51/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Spain, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/362/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Czech Republic, ST-Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/317/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), ST-Oil",https://epsi.genscape.com/epsa/sensitivity/3416/results/296/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/265/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for FR-Enersol Tioxide CC",https://epsi.genscape.com/epsa/sensitivity/3416/results/169/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Franken I # 2",https://epsi.genscape.com/epsa/sensitivity/3416/results/132/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for FR-Peugeot Sochaux",https://epsi.genscape.com/epsa/sensitivity/3416/results/171/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Unserved energy for Denmark (West)",https://epsi.genscape.com/epsa/sensitivity/3416/results/384/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Unserved energy for Germany",https://epsi.genscape.com/epsa/sensitivity/3416/results/386/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for France, Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/200/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Austria, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/18/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Dump energy for Netherlands",https://epsi.genscape.com/epsa/sensitivity/3416/results/376/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Spain, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/366/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Missing object",https://epsi.genscape.com/epsa/sensitivity/3416/results/125/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Spain, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/329/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, ST-Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/44/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Germany, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/27/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Flow (forward) for France - Spain",https://epsi.genscape.com/epsa/sensitivity/3416/results/272/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Missing object",https://epsi.genscape.com/epsa/sensitivity/3416/results/161/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Great Britain, Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/190/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/298/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Switzerland, Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/95/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/313/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Austria, Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/20/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Demand for Switzerland",https://epsi.genscape.com/epsa/sensitivity/3416/results/109/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for France, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/231/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Great Britain, ST-Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/243/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"CO2 price for Germany",https://epsi.genscape.com/epsa/sensitivity/3416/results/151/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Lausward # Anton",https://epsi.genscape.com/epsa/sensitivity/3416/results/148/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Spain, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/343/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), ST-Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/287/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/78/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), Hydro-RoR",https://epsi.genscape.com/epsa/sensitivity/3416/results/294/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, Wind",https://epsi.genscape.com/epsa/sensitivity/3416/results/349/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Demand for Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/106/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Flow (backward) for Germany - Norway",https://epsi.genscape.com/epsa/sensitivity/3416/results/275/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Mittelsburen # 4",https://epsi.genscape.com/epsa/sensitivity/3416/results/157/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/65/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Netherlands, Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/197/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"CO2 price for Belgium",https://epsi.genscape.com/epsa/sensitivity/3416/results/203/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/261/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Hamm-Uentrop # 2",https://epsi.genscape.com/epsa/sensitivity/3416/results/138/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), Hydro-RoR",https://epsi.genscape.com/epsa/sensitivity/3416/results/81/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Hamm-Uentrop # 1",https://epsi.genscape.com/epsa/sensitivity/3416/results/137/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/60/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Czech Republic, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/321/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/284/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Switzerland, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/86/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (forward) for Great Britain - Norway",https://epsi.genscape.com/epsa/sensitivity/3416/results/247/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Dump energy for Denmark (East)",https://epsi.genscape.com/epsa/sensitivity/3416/results/371/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"FX rate for Euro, US Dollar",https://epsi.genscape.com/epsa/sensitivity/3416/results/204/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), Wind",https://epsi.genscape.com/epsa/sensitivity/3416/results/289/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Staudinger # 4",https://epsi.genscape.com/epsa/sensitivity/3416/results/165/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/346/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Austria, Solar",https://epsi.genscape.com/epsa/sensitivity/3416/results/17/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"System Marginal Price for Denmark (West)",https://epsi.genscape.com/epsa/sensitivity/3416/results/2/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Germany, Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/186/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/82/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Net exports for Austria",https://epsi.genscape.com/epsa/sensitivity/3416/results/110/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Koeln Merkenich # GuD",https://epsi.genscape.com/epsa/sensitivity/3416/results/147/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Spain, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/333/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Spain, Hydro-RoR",https://epsi.genscape.com/epsa/sensitivity/3416/results/339/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Belgium, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/228/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Czech Republic, Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/323/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/268/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/345/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/69/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Net exports for Czech Republic",https://epsi.genscape.com/epsa/sensitivity/3416/results/112/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Czech Republic, Wind",https://epsi.genscape.com/epsa/sensitivity/3416/results/319/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for GB-Peterborough",https://epsi.genscape.com/epsa/sensitivity/3416/results/172/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Great Britain, Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/191/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Belgium, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/224/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Germany, Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/187/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Belgium, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/223/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Switzerland, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/282/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/262/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), Hydro-PS",https://epsi.genscape.com/epsa/sensitivity/3416/results/79/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"System Marginal Price for Austria",https://epsi.genscape.com/epsa/sensitivity/3416/results/121/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Germany, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/212/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, Hydro-PS",https://epsi.genscape.com/epsa/sensitivity/3416/results/352/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/344/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Burghausen Wacker Chemie",https://epsi.genscape.com/epsa/sensitivity/3416/results/126/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Great Britain, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/238/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (forward) for Great Britain - Netherlands",https://epsi.genscape.com/epsa/sensitivity/3416/results/251/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Dump energy for Belgium",https://epsi.genscape.com/epsa/sensitivity/3416/results/369/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (backward) for Denmark (West) - Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/253/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Flow (forward) for Germany - Norway",https://epsi.genscape.com/epsa/sensitivity/3416/results/279/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for NL-AGG CCGT CHP",https://epsi.genscape.com/epsa/sensitivity/3416/results/176/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
